City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Catia La Mar,VE,10.6038,-67.0303,92.98,70,20,5.75,few clouds
703,Belmonte,BR,-15.8631,-38.8828,80.82,74,1,8.81,clear sky
704,Beyneu,KZ,45.3167,55.2,36.25,52,0,5.55,clear sky
705,Vanavara,RU,60.34,102.2797,16.29,97,100,3.09,light snow
706,Bathsheba,BB,13.2167,-59.5167,83.01,65,20,20.71,few clouds
707,Oranjemund,NA,-28.55,16.4333,64.8,92,37,4.54,scattered clouds
708,Nioro,GM,13.35,-15.75,86.95,29,4,12.86,clear sky
709,Mattru,SL,7.6244,-11.8332,83.37,66,74,7.74,broken clouds
710,Muroto,JP,33.2833,134.15,51.67,77,72,6.89,broken clouds
711,Bodden Town,KY,19.2833,-81.25,87.8,58,40,12.66,scattered clouds
712,Kokoda,PG,-8.8785,147.7407,73.02,93,68,1.63,broken clouds
